19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
19,1,0,0
